SaleID,ProductID,CustomerID,SaleDate,Quantity,SalePrice,DiscountApplied,ProfitAmount,PaymentMode
2572,293,9547,2022-11-25,1,2277.5,0,495.91,UPI
2573,130,7537,2025-04-09,2,1896.87,0.26,45.49,Paytm
2574,166,7981,2024-08-21,1,910.4,0,150.34,PayPal
2575,42,2132,2024-03-05,3,2177.04,0.26,-93.57,Card
2576,27,1337,2024-03-24,3,873.09,0,160.99,PhonePe
2577,21,7028,2025-11-16,3,3115.16,0,688.35,PhonePe
2578,169,2248,2025-03-16,3,762.47,0,190.8,GPay
2579,300,7528,2024-05-06,1,1460.84,0.22,-168.06,Cash
2580,224,1087,2025-08-07,3,2754.01,0.28,13.51,PhonePe
2581,140,5496,2022-09-04,1,2058.88,0,459.35,GPay
2582,233,6652,2025-02-06,2,773.83,0,200.75,PayPal
2583,169,3931,2020-12-08,2,823.83,0.08,186.25,PhonePe
2584,278,4267,2022-01-30,2,1746.52,0.21,-34.28,PayPal
2585,11,1438,2020-10-13,3,2729.61,0,817.23,Cash
2586,135,8406,2022-03-12,1,2265.37,0,494.37,GPay
2587,76,8275,2023-08-08,2,1982.26,0.24,-208.01,UPI
2588,148,7092,2022-09-29,1,427.98,0,63.95,Card
2589,249,948,2023-09-21,2,611.2,0,162.31,PhonePe
2590,286,3029,2023-05-04,1,475.37,0,128.78,Card
2591,22,8419,2021-12-01,1,2271.59,0.24,-222.31,Cash
2592,143,1573,2024-01-23,2,930.99,0.18,60.04,UPI
2593,69,4048,2025-02-25,2,2605.1,0,616.47,UPI
2594,262,8167,2022-03-05,2,2707.13,0.02,461.36,GPay
2595,242,2522,2020-01-13,3,2539.89,0,733.19,PhonePe
2596,129,1665,2020-08-28,1,2023.6,0.22,-206.9,PayPal
2597,45,8525,2025-03-15,2,942.49,0.07,138.48,Card
2598,300,9415,2022-06-02,2,1544.96,0.02,206.54,Card
2599,253,1569,2024-12-25,3,3060.86,0.02,820.7,UPI
2600,216,5221,2025-04-21,3,731.76,0,130.42,PhonePe
2601,2,1581,2020-07-27,2,756.58,0.15,7.17,Card
2602,171,9027,2020-12-07,3,2552.11,0.02,458.16,UPI
2603,191,3133,2022-12-13,2,2595.37,0,670.22,Card
2604,226,1693,2021-10-06,1,3449.87,0.12,651.73,PayPal
2605,163,1446,2020-07-12,1,930.53,0.22,89.59,GPay
2606,254,6627,2025-07-31,1,596.59,0,157.41,Paytm
2607,61,1117,2022-08-24,2,1489.63,0,257.25,Cash
2608,297,6210,2024-04-02,3,538.29,0.23,10.42,UPI
2609,47,8306,2022-11-12,1,1766.75,0.21,-131.38,PhonePe
2610,135,4193,2022-05-08,1,2227.94,0.11,211.87,UPI
2611,11,6382,2021-09-10,1,2858.25,0.17,459.97,UPI
2612,209,9155,2024-11-18,2,678.11,0.18,-6.64,Paytm
2613,96,1229,2023-05-20,3,474.29,0.05,122.9,PhonePe
2614,286,7746,2022-05-30,3,442.92,0.04,78.61,PayPal
2615,234,6327,2024-12-25,2,2366.51,0,675.78,PhonePe
2616,295,4883,2024-05-28,3,466.52,0.23,25.3,Card
2617,86,6462,2020-06-14,2,2362.77,0,608.61,UPI
2618,76,5310,2022-02-19,3,2423.61,0.27,54.71,PayPal
2619,137,8570,2023-04-14,1,2204.79,0,416.51,UPI
2620,76,3275,2025-04-21,1,2279.7,0.06,428.39,Paytm
2621,12,9307,2023-02-01,1,2876.8,0,567.06,GPay
2622,197,6456,2022-10-27,2,2272.94,0.14,74.14,PhonePe
2623,117,8241,2024-01-14,3,795.28,0.19,17.38,GPay
2624,195,4731,2022-04-17,2,506.52,0,163.71,Cash
2625,155,9128,2024-05-02,2,1603.65,0,323.6,UPI
2626,107,3926,2020-10-12,1,2041.76,0.01,216.29,GPay
2627,233,4062,2023-08-06,2,657.68,0.03,64.87,GPay
2628,103,8850,2021-11-24,3,2622.13,0.11,284.05,Cash
2629,85,5814,2025-02-07,2,512.83,0.15,77.15,UPI
2630,178,3019,2025-12-13,3,353.54,0,52.71,PhonePe
2631,235,7352,2020-12-22,1,2038.98,0.29,-368.9,GPay
2632,251,7711,2022-01-14,2,823.12,0,106.7,PhonePe
2633,265,1332,2024-04-14,1,872.22,0,153.16,UPI
2634,134,5381,2024-02-03,2,835.81,0,209.88,Cash
2635,66,3532,2022-04-28,1,1046.88,0,284.47,UPI
2636,17,6563,2023-08-17,3,2060.21,0,314.43,Cash
2637,34,1550,2021-12-12,2,2948.93,0.04,726.26,GPay
2638,185,7219,2020-11-11,1,458.89,0,97.22,GPay
2639,86,8731,2024-04-25,2,2387.38,0.2,155.74,UPI
2640,116,2587,2024-09-15,1,2209.83,0.11,350.3,Card
2641,48,5412,2025-08-18,3,2628.93,0.29,-224.5,Card
2642,49,4969,2020-03-07,3,751.37,0.05,188.27,UPI
2643,279,1805,2021-10-15,1,796.5,0.06,100.35,GPay
2644,249,1078,2023-03-19,2,558.18,0.05,81.38,Card
2645,288,4458,2021-08-29,3,492.52,0.06,36.78,Cash
2646,254,3383,2023-03-29,3,634.26,0,195.08,PhonePe
2647,168,2231,2020-10-26,2,525,0,163.95,PhonePe
2648,58,1225,2023-10-07,3,533.67,0,89.85,Card
2649,209,6730,2024-08-14,2,795.55,0,232.86,Card
2650,215,7610,2023-09-16,1,3247.47,0,867.96,Paytm
2651,260,2280,2023-05-22,3,2542.72,0,676.59,Paytm
2652,163,3428,2020-06-29,3,819.25,0.08,117.49,Cash
2653,190,3236,2021-01-30,1,2597.64,0.04,558.47,Paytm
2654,118,50,2025-07-07,2,767.19,0,158.99,PayPal
2655,163,3074,2022-05-20,3,799.66,0.22,-12.49,Cash
2656,79,1162,2020-10-10,3,1006.68,0.17,92.07,Card
2657,153,1686,2023-05-16,3,2527.56,0.2,82.13,Cash
2658,10,8713,2025-11-22,2,442,0,127.89,Card
2659,243,3680,2022-03-24,3,410.9,0.17,-6.16,GPay
2660,208,9153,2020-02-22,3,3162.36,0,927.56,UPI
2661,26,1350,2022-12-13,3,1480.4,0.01,202.36,PhonePe
2662,219,1377,2021-07-25,3,1990.1,0.14,137.09,Cash
2663,30,1237,2022-08-30,3,3174.9,0,728.35,UPI
2664,237,9568,2022-01-03,2,778.73,0.14,42.01,Cash
2665,186,6571,2025-03-29,1,2402.55,0.14,425.79,Card
2666,66,9065,2025-12-02,1,1094.26,0,331.85,Cash
2667,207,768,2024-04-15,2,796.43,0,263.64,Cash
2668,38,6005,2022-10-02,2,768.46,0.25,-14.02,Card
2669,300,3328,2023-06-13,3,1746.84,0,439.32,Paytm
2670,214,4018,2021-04-11,3,2374.19,0,658.94,Card
2671,132,647,2023-01-02,1,760.84,0.16,73.3,Cash
2672,128,1248,2023-05-30,2,795.55,0,74.8,Card
2673,245,6780,2020-02-12,3,550.59,0,114.36,PhonePe
2674,145,4015,2022-12-15,1,1908.36,0.29,-234.79,GPay
2675,208,5300,2020-02-23,3,3097.3,0,862.5,GPay
2676,99,5944,2021-03-13,3,1929.5,0.14,120.6,UPI
2677,296,9665,2020-04-13,2,2747.91,0.18,-150.91,PhonePe
2678,68,8181,2025-10-22,3,539.61,0.03,150.21,GPay
2679,45,2963,2024-08-30,3,950.46,0.25,-25.19,Card
2680,248,7789,2020-12-28,2,354.41,0,41.97,Card
2681,283,2602,2023-11-02,3,1558.63,0,307.77,Card
2682,50,3350,2024-08-26,3,642.17,0.02,135.97,PhonePe
2683,71,6587,2022-11-03,2,2188.68,0,641.72,PayPal
2684,173,465,2022-05-04,2,458.65,0.29,-58.05,PhonePe
2685,277,2458,2021-06-23,2,2638.29,0.2,10.11,Cash
2686,172,3870,2025-07-17,2,771.52,0.07,87.01,Cash
2687,121,5810,2021-08-27,2,659.87,0,126.84,Paytm
2688,254,9073,2024-03-11,2,587.95,0.14,66.46,Paytm
2689,55,2336,2024-10-04,1,2171.63,0,593.74,Card
2690,168,3052,2020-12-15,3,510.05,0,149,Card
2691,12,564,2021-01-18,3,3309.51,0,999.77,PayPal
2692,181,3245,2021-08-08,2,2592.01,0,353.23,GPay
2693,139,5852,2025-05-25,3,945.64,0,195.04,PayPal
2694,105,6109,2025-07-26,3,1739.04,0.21,84.96,PhonePe
2695,70,4383,2022-06-22,2,2959.8,0,799.34,PayPal
2696,237,6543,2021-04-09,1,723.81,0,96.11,GPay
2697,142,2206,2024-10-06,3,546.19,0,150.11,Card
2698,97,6173,2025-02-09,3,853.76,0,88.74,UPI
2699,82,7730,2021-08-15,1,540.4,0.27,12.35,Card
2700,78,9703,2021-12-07,1,2083.96,0,343.46,PhonePe
2701,237,8665,2022-03-24,2,901.74,0.19,102.71,GPay
2702,246,4137,2021-06-27,2,627.14,0.01,75.27,GPay
2703,192,1350,2022-06-20,2,2995.21,0,545.37,GPay
2704,295,6155,2023-11-12,3,421.4,0,87.48,Card
2705,193,5176,2022-01-13,3,949.8,0,185.76,Card
2706,69,7187,2021-01-29,2,2494.54,0.18,56.89,Card
2707,285,4690,2024-12-10,3,851.05,0,223.42,Cash
2708,57,2819,2023-06-11,1,2511.5,0,669.35,GPay
2709,300,7617,2020-04-14,3,1886.29,0.27,69.47,Cash
2710,161,2216,2025-05-15,2,706.5,0.03,71.68,UPI
2711,126,2611,2021-02-10,1,760.07,0.24,41.14,PayPal
2712,5,610,2022-11-29,2,1621.66,0.05,145.7,Cash
2713,83,2493,2022-03-25,3,649.34,0.23,1.34,Paytm
2714,73,2613,2025-09-21,1,718.91,0,228.13,UPI
2715,37,4970,2022-09-22,1,2375.94,0,748.09,Card
2716,255,4929,2024-04-15,1,455.07,0.28,-61.9,Paytm
2717,180,1116,2025-01-15,2,1530.39,0.14,43.99,PhonePe
2718,45,2267,2024-06-27,1,948.58,0,210.54,PhonePe
2719,79,4715,2020-09-22,3,1038.48,0,295.01,Paytm
2720,149,531,2025-04-27,3,2310.24,0.27,-300.74,Cash
2721,222,3334,2021-01-24,1,2519.62,0,613.46,UPI
2722,23,2969,2022-09-26,1,2252.06,0.14,109.76,Cash
2723,169,7560,2024-05-08,1,686.83,0,115.16,PhonePe
2724,221,1525,2024-07-08,2,928.74,0.08,162.98,GPay
2725,41,8814,2020-06-13,3,530.33,0.21,52.02,PhonePe
2726,170,2154,2023-05-03,3,2387.05,0,265.25,UPI
2727,64,5714,2020-11-15,3,2536.72,0.14,275.49,PhonePe
2728,258,9784,2022-03-13,3,2198.65,0.21,-85,UPI
2729,241,3022,2022-07-14,1,3536.5,0.25,182.3,Cash
2730,285,5115,2020-07-11,3,892.24,0.14,139.7,GPay
2731,162,811,2021-12-01,2,3294.23,0,1014.33,Paytm
2732,300,7505,2024-01-10,1,1841.7,0,534.18,Card
2733,91,8010,2024-02-25,2,3225.99,0,789.64,Card
2734,221,734,2024-11-14,2,794.13,0.24,-87.92,Cash
2735,75,3182,2020-08-01,1,575.02,0,115.72,Card
2736,290,5871,2022-04-16,3,600.21,0,84.48,Cash
2737,131,8095,2025-05-12,2,2157.14,0.01,583.67,UPI
2738,74,3801,2020-02-26,3,2237.74,0,584.41,Paytm
2739,157,5156,2020-04-04,2,2432.23,0,568.63,PhonePe
2740,108,4963,2023-08-08,1,783.54,0.18,48.25,Cash
2741,118,7558,2025-05-18,3,835.58,0.19,68.62,PayPal
2742,4,2608,2024-05-31,1,3217.44,0,831.72,GPay
2743,48,7804,2022-04-03,2,2395.58,0.05,184.76,GPay
2744,264,8965,2020-05-10,1,859.09,0,239.98,PayPal
2745,78,2431,2021-11-19,3,2425.99,0.26,54.73,PhonePe
2746,144,2688,2023-07-26,2,1774.17,0.05,461.84,Cash
2747,288,5090,2023-09-04,2,518.05,0,91.86,Cash
2748,118,3609,2021-10-10,2,737.31,0,129.11,PayPal
2749,74,1570,2021-12-14,1,1970.2,0.26,-195.38,Paytm
2750,71,7860,2024-03-27,2,1857.23,0.22,-98.32,Paytm
2751,85,5434,2022-11-02,2,404.37,0.24,-51.44,Card
2752,181,3032,2023-10-03,2,2780.58,0,541.8,Cash
2753,248,7283,2024-10-17,3,360.49,0.05,30.03,PayPal
2754,187,7418,2024-08-25,2,739.35,0.11,87.65,Card
2755,1,6193,2021-12-05,2,529.14,0.18,-1.39,PhonePe
2756,239,7359,2021-10-25,2,1014.77,0,333.33,PhonePe
2757,1,4082,2024-10-24,3,560.78,0.28,-31.52,Card
2758,48,4648,2021-04-18,1,2304.36,0,213.32,Cash
2759,109,3067,2024-05-15,2,2836.04,0,937.99,PayPal
2760,11,99,2021-12-27,1,2340.79,0,428.41,Card
2761,249,9633,2025-09-03,3,542.06,0.05,66.07,Card
2762,136,9610,2021-01-05,2,897.35,0.2,-71.01,PhonePe
2763,35,1081,2021-10-19,2,759.63,0,75.13,Card
2764,171,3552,2024-05-15,2,2355.67,0.04,218.53,PhonePe
2765,50,5072,2020-01-31,3,603.03,0.16,13.19,PayPal
2766,148,2883,2020-03-14,1,544.72,0.05,153.45,PhonePe
2767,158,4977,2022-07-11,2,2662.83,0,519.61,UPI
2768,263,8671,2021-04-21,2,1462.68,0.03,207.48,PayPal
2769,266,3658,2022-10-02,1,646.16,0,187.66,GPay
2770,236,7646,2024-08-20,3,823.15,0.17,112.88,Card
2771,12,6591,2025-11-22,1,3221.54,0,911.8,GPay
2772,37,3180,2025-08-16,3,2314.53,0,686.68,Paytm
2773,103,8909,2024-08-08,1,2908.43,0,858.78,Paytm
2774,188,1366,2024-08-18,2,3175.88,0.29,-205.05,Card
2775,118,6090,2020-04-25,3,860.91,0,252.71,UPI
2776,209,1667,2023-04-02,1,671.01,0.28,-79.56,Card
2777,89,5954,2020-06-08,3,970.51,0,214,GPay
2778,277,7919,2021-05-23,3,2701.61,0.07,411.98,Cash
2779,233,2637,2023-04-21,2,695.01,0,121.93,PayPal
2780,120,235,2024-02-07,3,1999.44,0.07,496.46,Card
2781,113,7379,2020-08-09,2,2891.26,0.24,-257.03,Paytm
2782,83,7366,2021-12-24,1,635.64,0.07,92.5,UPI
2783,176,1450,2023-03-21,2,1627.12,0,392.82,Card
2784,116,4314,2020-02-02,2,2422.47,0.13,491.1,Paytm
2785,179,6779,2025-06-26,1,758.02,0,197.72,PhonePe
2786,151,5174,2020-06-29,2,1916.1,0.11,177.49,Card
2787,237,4595,2023-02-21,2,908.12,0,280.42,Cash
2788,18,906,2021-10-23,3,2018.77,0.1,103.48,Card
2789,206,222,2022-08-24,2,2489.76,0.11,160.79,PhonePe
2790,82,3410,2022-06-06,2,552.85,0,170.71,PhonePe
2791,206,4912,2023-06-29,3,3028.02,0.15,518.72,Cash
2792,200,3441,2021-03-31,3,1800.68,0,457.71,Card
2793,233,3354,2024-01-24,3,856.5,0,283.42,Card
2794,286,1315,2025-01-02,2,444.01,0.27,-22.46,Cash
2795,59,648,2020-11-17,3,1894.86,0.02,357.52,Paytm
2796,184,6964,2020-03-20,1,403.66,0.03,35.22,GPay
2797,6,6599,2023-06-05,1,1026.34,0,320.14,Cash
2798,129,3776,2022-07-25,1,2176.08,0.15,64.36,PhonePe
2799,254,7637,2024-08-13,2,599.64,0,160.46,Cash
2800,52,4130,2020-06-11,2,546.13,0,164.44,Cash
2801,193,7222,2020-05-22,3,952.28,0.01,178.72,Card
2802,37,9537,2020-09-16,1,2083.53,0,455.68,GPay
2803,140,1741,2022-04-03,1,2017.24,0.01,397.54,PayPal
2804,198,9862,2022-12-26,1,2272.89,0.22,256.81,Card
2805,260,3272,2023-03-30,2,2216.58,0,350.45,Paytm
2806,118,8002,2023-02-18,1,705.78,0.09,34.06,Cash
2807,273,2805,2020-08-22,1,834.12,0.24,-119.91,Paytm
2808,187,7051,2024-07-30,1,752.43,0.13,84.24,Card
2809,98,5715,2021-09-29,2,492.03,0,101.74,Cash
2810,68,2406,2023-02-08,2,531.56,0,158.35,Card
2811,300,4436,2022-10-29,3,1924.36,0.27,97.26,Cash
2812,124,7276,2024-03-08,3,586.41,0,54.24,Card
2813,262,6406,2021-07-11,1,2533.59,0,341.96,Card
2814,205,886,2022-02-04,3,1980.9,0.14,234.99,GPay
2815,86,4772,2025-01-30,2,2483.97,0,729.81,PhonePe
2816,87,6463,2025-06-21,1,653.87,0,127.74,PhonePe
2817,181,3626,2022-01-26,2,2726.37,0.13,133.16,Paytm
2818,100,7066,2023-05-11,2,1129.52,0.09,266.5,Paytm
2819,54,2774,2020-04-23,3,1472.19,0,142.84,PhonePe
2820,248,5333,2023-04-13,1,364.85,0.08,23.22,Cash
2821,232,4382,2022-01-10,3,765.17,0,222.01,Paytm
2822,237,3967,2025-07-08,1,854.44,0.26,4.59,UPI
2823,218,1917,2024-07-23,3,720.2,0,139.56,Cash
2824,50,7176,2022-06-10,1,649.01,0,155.65,UPI
2825,296,5792,2025-02-03,1,3291.53,0.25,64.45,Paytm
2826,8,4722,2020-09-18,1,2170.47,0.03,644.64,UPI
2827,92,3249,2021-12-21,2,2908.99,0.23,-117.4,Cash
2828,45,4267,2022-11-17,1,989.89,0.15,103.37,PayPal
2829,224,4256,2025-06-16,2,2765.43,0.08,574.82,UPI
2830,90,9156,2024-08-29,3,1892.58,0.09,225.95,PayPal
2831,273,3090,2025-12-24,2,993.95,0.16,81.08,Card
2832,223,7833,2020-08-24,3,1820.11,0.1,210.74,Card
2833,165,4389,2024-04-08,3,2504.06,0,445.12,Card
2834,134,1012,2020-09-30,3,910.13,0.12,174.98,Card
2835,202,5971,2020-06-21,3,2068,0,252.84,GPay
2836,149,8659,2023-02-26,3,2795.04,0,807.82,PayPal
2837,63,2942,2022-09-12,1,569.45,0,185.2,Paytm
2838,172,6121,2022-11-07,3,697.23,0.15,-37.85,PhonePe
2839,175,5477,2020-12-23,2,2492.74,0.15,441.23,Card
2840,31,5212,2023-05-15,1,2000.54,0,591.11,Card
2841,252,7642,2020-07-27,2,746.32,0,207.79,UPI
2842,32,7619,2023-11-06,2,2463.92,0.27,-146.9,Cash
2843,265,9086,2022-02-17,1,917.74,0.16,51.84,PayPal
2844,169,3382,2021-03-09,1,735.63,0,163.96,GPay
2845,37,7783,2023-12-01,3,2181.43,0,553.58,UPI
2846,238,4043,2023-12-26,3,2745.39,0,650.7,Cash
2847,65,4767,2021-03-15,2,3080.63,0,856.53,GPay
2848,199,4054,2021-01-06,1,506.22,0,97.65,UPI
2849,271,772,2021-02-11,3,825.07,0.17,31.08,Card
2850,196,2940,2022-02-20,2,757.07,0.06,29.02,GPay
2851,202,6462,2021-05-22,2,2607.32,0.18,322.84,Paytm
2852,73,2043,2025-05-23,2,724.88,0.24,60.13,Paytm
2853,247,8731,2022-04-21,2,770.94,0.2,-52.04,Card
2854,21,7619,2021-01-29,2,3347.2,0.15,418.31,UPI
2855,47,1850,2023-11-08,3,1862.83,0.16,37.67,Card
2856,292,405,2024-06-25,1,512.39,0,109.13,Cash
2857,151,7130,2021-09-09,1,1761.12,0.03,180.45,Card
2858,105,9422,2020-03-28,1,1896.39,0.2,228.23,PhonePe
2859,295,1704,2020-12-13,1,384.32,0.25,-45.68,Paytm
2860,78,7962,2020-09-27,2,2208.48,0,467.98,Cash
2861,130,651,2024-12-18,1,1742.68,0,384.49,PhonePe
2862,256,1370,2020-02-22,1,628.63,0,179.84,Paytm
2863,261,4757,2021-03-15,3,2934.03,0.24,44.7,GPay
2864,188,8159,2022-08-24,3,3537.66,0,1077.74,Card
2865,163,5059,2021-12-16,3,729.78,0,93.56,PhonePe
2866,17,2839,2020-12-10,2,1928.93,0,183.15,Card
2867,76,6195,2025-05-30,1,2474.22,0,759.69,Cash
2868,246,6159,2023-08-18,2,687.74,0.09,80.24,Paytm
2869,256,5744,2020-02-25,2,544.88,0.09,47.05,Card
2870,9,3572,2021-07-05,2,649.32,0.18,13.26,GPay
2871,177,28,2024-01-30,2,2403.67,0.04,285.94,GPay
2872,10,3987,2024-09-06,2,456.63,0,142.52,UPI
2873,236,4720,2024-06-20,3,638.33,0.19,-53.28,PhonePe
2874,65,9562,2022-01-31,2,2907.65,0,683.55,Paytm
2875,53,3535,2022-10-14,1,923.01,0.1,157.23,Paytm
2876,232,8534,2022-06-13,1,803.21,0,260.05,Card
2877,144,6139,2020-05-02,3,1544.97,0,321.35,Card
2878,35,7663,2021-11-22,2,975.4,0.23,66.56,Cash
2879,186,2109,2021-09-13,1,1837.77,0,197.37,Cash
2880,84,2082,2024-11-10,1,2393.18,0.25,54.59,Paytm
2881,228,9710,2022-07-04,2,530.86,0,79.6,Cash
2882,1,8060,2020-12-12,2,486.15,0,50.87,UPI
2883,150,5645,2020-07-19,3,890.05,0,137.99,GPay
2884,244,3482,2021-04-11,2,462.53,0,144.15,Card
2885,151,7119,2022-08-14,3,1694.12,0.18,-138.66,PayPal
2886,47,258,2024-05-13,1,1750.67,0.1,48.49,Paytm
2887,27,2785,2024-01-27,2,785.35,0,73.25,Card
2888,201,4687,2021-10-14,2,492.75,0,156.83,PhonePe
2889,202,2431,2025-04-18,3,2599.47,0,784.31,GPay
2890,141,2303,2023-01-22,1,742.5,0,208.47,Paytm
2891,73,2236,2025-07-08,3,612.96,0.02,109.92,UPI
2892,83,394,2023-02-03,1,600.17,0,101.52,PhonePe
2893,124,1670,2022-06-09,2,732.87,0.27,2.83,Paytm
2894,83,1499,2021-09-13,2,608.65,0.07,67.39,GPay
2895,89,3894,2024-02-18,3,1100.4,0.21,112.81,PhonePe
2896,196,4187,2023-05-30,2,842.86,0,160.23,UPI
2897,285,9014,2020-07-01,1,778.48,0.03,127.5,PayPal
2898,291,2375,2025-06-19,2,2827.21,0.25,217.01,Card
2899,134,8557,2020-09-06,2,805.87,0.16,51,Card
2900,187,59,2021-05-13,3,707.98,0,137.61,Cash
2901,16,197,2020-11-18,1,1118.96,0.04,327.97,Card
2902,110,8720,2022-06-18,1,3126.58,0,984.32,Card
2903,106,5097,2021-02-12,2,611.6,0.3,-2.53,PhonePe
2904,91,5507,2022-12-28,1,3076.02,0.25,-129.34,Card
2905,116,2555,2020-01-12,2,2227.65,0.19,187.95,Card
2906,162,5601,2022-02-10,2,2791.65,0.23,-130.33,UPI
2907,280,6941,2025-08-02,1,627.89,0.13,100.31,Cash
2908,112,7654,2025-03-19,1,2305.72,0.07,540.94,GPay
2909,58,7763,2024-05-22,3,525.6,0.08,39.73,Card
2910,128,119,2024-11-19,1,998.65,0.28,-1.72,Cash
2911,224,4122,2021-03-18,3,2896.12,0.18,405.44,PhonePe
2912,134,6752,2021-07-27,2,882.83,0,256.9,Paytm
2913,28,9655,2023-02-12,1,521.19,0.19,-32.67,Cash
2914,194,5139,2022-09-02,1,2661.11,0,284.17,Cash
2915,255,5557,2023-10-06,2,459.66,0,70.11,PhonePe
2916,34,2625,2025-04-07,2,2641.91,0,537.2,PhonePe
2917,157,6176,2024-08-14,2,2603.62,0.11,453.62,Card
2918,76,4262,2025-01-21,1,2463.17,0,748.64,Paytm
2919,128,7037,2020-10-18,3,813.97,0,93.22,PhonePe
2920,128,3034,2021-12-19,1,886.38,0,165.63,Paytm
2921,92,2068,2020-07-19,1,3210.36,0,853.04,UPI
2922,15,2668,2024-09-19,3,563.68,0,116.63,PayPal
2923,261,2770,2023-01-28,3,3185.04,0.11,649.53,Cash
2924,75,5628,2025-12-22,1,513.72,0.07,18.46,PhonePe
2925,265,7886,2022-07-12,1,833.89,0.23,-76.96,GPay
2926,77,8335,2024-04-01,1,479.72,0.27,20.96,Card
2927,211,5210,2022-05-02,2,1867.72,0,215.25,Card
2928,268,613,2025-12-13,3,1672.84,0.07,296.67,Card
2929,177,9544,2025-09-20,1,2983.68,0,962.1,Paytm
2930,168,9573,2023-10-03,1,484.92,0,123.87,UPI
2931,46,2892,2021-11-17,2,997.7,0,244.1,PayPal
2932,223,7711,2024-12-24,1,1657.49,0,230.13,UPI
2933,52,7391,2023-07-17,2,433.96,0,52.27,UPI
2934,129,8241,2024-02-13,3,2409.89,0.18,190.8,Paytm
2935,160,857,2024-11-24,2,3594.44,0,1100.79,PhonePe
2936,179,8285,2024-03-06,2,638.95,0.04,53.09,Card
2937,220,5273,2020-11-01,3,706.3,0.23,-92.22,Paytm
2938,11,4397,2024-05-15,2,2235.85,0.19,-101.34,PayPal
2939,136,2650,2025-02-18,2,1055.15,0,266.26,Card
2940,188,2434,2023-09-30,3,3382.97,0,923.05,Card
2941,89,4194,2021-06-10,3,1120.69,0.22,117.63,Paytm
2942,283,5212,2024-01-03,2,1663.39,0,412.53,Paytm
2943,163,3579,2022-01-25,2,930.05,0,293.83,Cash
2944,286,75,2021-07-05,2,454.71,0,108.12,PayPal
2945,295,7229,2023-04-05,3,498.06,0.16,84.45,Card
2946,205,652,2023-07-07,1,1723.71,0,255.13,PayPal
2947,144,9957,2023-05-19,3,1760.08,0,536.46,UPI
2948,264,8425,2020-04-04,1,915.4,0,296.29,PayPal
2949,229,7802,2021-06-20,1,2563.57,0,681.23,PayPal
2950,275,9357,2023-03-14,3,746.7,0,245.23,PhonePe
2951,90,3588,2025-01-21,2,1938.45,0.19,73.84,Cash
2952,201,459,2023-07-27,1,418.89,0,82.97,PayPal
2953,146,5851,2024-07-18,1,2109.95,0,314.02,Card
2954,210,5110,2023-01-08,3,629.47,0.28,-43.62,PayPal
2955,71,3183,2020-12-05,3,1959.6,0.29,-155.64,Cash
2956,42,3344,2023-06-26,2,2004.72,0,300.14,Paytm
2957,125,5445,2022-12-05,1,2821.04,0,780.15,GPay
2958,167,689,2020-01-31,2,759.74,0.17,33.02,GPay
2959,220,3231,2024-09-12,1,859.55,0.19,60.17,UPI
2960,121,1556,2023-05-12,1,742.34,0,209.31,PayPal
2961,99,4092,2023-02-19,1,2225.62,0,686.85,UPI
2962,163,9800,2020-09-12,3,755.75,0,119.53,Cash
2963,298,2190,2025-10-19,2,569.72,0.13,1.13,GPay
2964,281,3294,2020-09-07,2,945.75,0.15,158.82,UPI
2965,291,7394,2024-10-21,3,2244.19,0,340.79,PhonePe
2966,94,9414,2020-02-11,2,2498.92,0,745.5,UPI
2967,10,2056,2021-09-16,1,361.77,0.12,4.25,Cash
2968,282,9272,2024-07-27,1,2626.13,0.04,478.75,Cash
2969,156,3621,2021-02-19,1,869.45,0.2,49.06,Card
2970,63,7424,2024-11-27,1,517.78,0,133.53,Card
2971,272,2634,2020-06-21,3,802.15,0.05,213.08,UPI
2972,158,3045,2023-08-15,3,2380.94,0.18,-190.85,Cash
2973,13,9078,2022-09-17,3,2051.67,0,298.51,Card
2974,48,3309,2025-01-26,3,2420.05,0.05,208.01,GPay
2975,255,9110,2024-06-06,1,506.99,0.26,-14.38,Card
2976,249,1310,2021-03-04,2,537.51,0,88.62,UPI
2977,102,9326,2025-10-02,2,393.22,0,87.65,PayPal
2978,69,6172,2025-03-17,3,2535.44,0,546.81,Paytm
2979,167,3007,2022-10-22,3,800.41,0.12,106.8,PayPal
2980,267,3658,2023-03-30,3,1072.78,0.14,201.61,PhonePe
2981,267,421,2021-08-11,1,901.52,0.22,-17.79,UPI
2982,138,4737,2022-03-08,3,3300.23,0.07,599.01,Paytm
2983,114,10000,2023-11-10,1,982.71,0.1,167.83,Paytm
2984,55,9963,2025-08-28,1,2215.55,0,637.66,Cash
2985,102,9173,2023-10-12,3,419.27,0.3,-12.08,GPay
2986,102,7133,2023-08-02,2,337.75,0.12,-8.35,UPI
2987,298,3405,2024-03-16,1,698.42,0.24,36.27,Cash
2988,218,5796,2024-04-16,2,842.34,0.15,135.35,PayPal
2989,48,3358,2020-05-25,2,3115.57,0,1024.53,Card
2990,65,9781,2025-10-31,3,2466.07,0,241.97,PhonePe
2991,147,1002,2021-05-16,3,1933.25,0,242.94,Cash
2992,254,8443,2020-01-07,2,558.37,0.21,1.93,PhonePe
2993,236,7329,2023-11-03,2,820.42,0,250.09,Paytm
2994,261,8078,2024-07-10,1,3234.61,0.07,823.03,Paytm
2995,147,8434,2022-02-12,3,2083.5,0,393.19,PayPal
